Shortest path
Vertex		Distance from Source
209.209.173.139		586
209.214.243.167		346
209.222.201.15		410
209.223.112.49		478
209.236.24.124		301
209.250.31.217		315
209.251.148.216		448
210.10.49.126		344
210.11.86.221		349
210.25.118.167		450
210.29.162.246		379
210.31.190.87		307
210.56.24.146		348
210.56.48.110		374
210.57.56.196		352
210.57.251.61		354
210.60.136.132		334
210.67.215.206		346
210.71.245.83		319
210.72.102.27		348
210.74.56.225		342
210.85.189.17		166
210.89.153.159		357
210.94.219.104		476
210.95.242.111		372
210.96.60.216		410
210.96.211.205		296
210.98.83.118		439
210.98.249.190		359
210.118.169.44		340
210.125.119.132		353
210.128.102.33		389
210.139.163.180		359
210.141.58.209		469
210.143.126.20		241
210.143.218.6		259
210.146.248.64		336
210.149.205.140		422
210.153.69.59		344
210.156.29.38		413
210.156.223.185		330
210.160.39.248		309
210.162.167.164		419
210.179.106.245		356
210.192.84.11		90
210.200.17.95		317
210.203.143.154		226
210.210.191.49		377
210.218.125.181		265
210.223.200.30		357
210.232.238.175		345
210.243.75.39		445
210.251.220.3		267
210.251.233.192		439
210.254.160.146		287
211.4.28.29		244
211.8.45.116		369
211.10.32.172		366
211.16.64.65		343
211.24.84.155		393
211.27.91.247		364
211.28.233.171		279
211.31.127.135		244
211.47.35.172		392
211.61.233.104		456
211.62.20.113		432
211.62.192.120		441
211.71.160.130		337
211.77.57.214		569
211.88.112.14		347
211.88.227.147		238
211.101.155.54		352
211.108.244.77		246
211.111.60.165		133
211.119.19.136		74
211.124.56.240		114
211.135.3.134		347
211.137.5.113		296
211.137.136.144		442
211.146.129.247		365
211.153.73.178		387
211.171.196.20		438
211.179.220.223		478
211.196.249.63		413
211.206.14.182		607
211.215.196.176		447
211.216.72.37		34
211.222.92.181		375
211.234.138.19		169
211.235.94.223		309
211.238.204.209		369
211.241.24.75		456
211.241.185.181		226
211.245.170.43		381
211.253.205.8		405
212.4.68.205		386
212.16.158.178		396
212.20.163.220		454
212.27.125.188		398
212.38.170.93		349
212.45.95.139		361
212.47.4.117		474
212.56.251.229		347
212.63.130.78		390
212.65.60.137		330
212.67.143.29		212
212.70.200.84		192
212.74.102.181		306
212.76.41.190		501
212.84.2.223		406
212.87.55.159		331
212.94.204.38		226
212.98.177.229		376
212.108.70.107		525
212.109.47.1		358
212.111.158.8		313
212.113.180.178		194
212.143.111.140		399
212.144.101.173		338
212.149.37.53		290
212.151.228.129		489
212.160.135.62		289
212.168.251.174		424
212.170.42.195		508
212.170.60.2		331
212.170.131.134		378
212.173.202.201		350
212.175.23.31		413
212.176.105.118		360
212.178.79.228		349
212.180.20.37		389
212.182.91.27		221
212.184.248.74		328
212.185.221.108		373
212.186.84.3		381
212.187.7.61		417
212.192.233.178		219
212.193.1.169		356
212.215.248.102		433
212.229.9.220		458
212.229.71.206		537
212.234.158.51		478
212.235.211.54		327
212.238.34.152		319
212.242.136.22		279
212.244.46.133		258
212.254.129.240		333
213.2.142.228		417
213.19.10.201		632
213.23.69.111		339
213.23.236.133		467
213.26.159.217		384
213.29.43.98		584
213.30.248.133		374
213.32.66.28		340
213.32.251.18		305
213.36.40.203		387
213.45.191.205		282
213.51.3.35		424
213.51.82.215		563
213.65.29.119		400
213.69.133.247		307
213.70.140.12		356
213.71.182.170		357
213.72.177.239		643
213.78.160.243		404
213.78.202.19		386
213.87.22.59		449
213.89.69.166		375
213.92.64.159		400
213.101.137.187		359
213.106.200.104		320
213.115.3.49		446
213.115.102.192		487
213.116.233.79		378
213.118.161.9		401
213.123.120.126		425
213.124.243.137		306
213.127.82.198		387
213.132.241.115		333
213.136.55.133		526
213.136.84.171		320
213.139.20.147		398
213.141.104.110		395
213.148.99.152		293
213.148.111.53		539
213.153.122.56		383
213.163.40.17		363
213.169.3.88		227
213.181.239.212		272
213.182.120.161		394
213.185.109.215		361
213.192.227.195		258
213.207.34.157		527
213.207.212.234		351
213.218.179.100		344
213.222.194.73		333
213.228.64.105		341
213.228.81.78		303
213.229.137.121		490
213.231.184.138		231
213.232.109.186		316
213.235.73.26		409
213.238.238.88		294
213.245.18.41		322
213.248.10.239		466
214.4.245.10		416
214.12.10.144		274
214.14.5.159		350
214.28.136.131		434
214.29.143.155		395
214.31.96.217		296
214.33.67.60		382
214.34.108.99		316
214.40.132.86		462
214.63.2.101		333
214.65.248.64		189
214.67.3.81		473
214.73.120.82		381
214.82.232.227		301
214.83.95.201		398
214.87.151.209		377
214.93.2.92		455
214.94.231.138		228
214.97.108.63		455
214.105.234.172		323
214.106.146.76		516
214.107.142.195		366
214.108.77.3		376
214.113.224.181		335
214.121.189.199		502
214.121.225.140		350
214.124.166.214		359
214.125.48.198		265
214.125.106.158		530
214.132.50.231		303
214.132.96.210		249
214.137.233.247		389
214.138.199.42		417
214.139.184.3		353
214.141.175.218		314
214.145.87.18		343
214.147.119.37		163
214.151.76.123		350
214.152.105.113		520
214.157.62.250		276
214.161.82.151		555
214.165.170.116		320
214.167.235.82		431
214.169.215.227		351
214.175.223.200		403
214.183.96.139		392
214.196.170.251		430
214.204.105.206		400
214.206.122.249		365
214.207.51.223		353
214.207.237.218		435
214.221.40.188		297
214.235.171.192		508
214.237.63.71		295
214.240.88.115		393
214.252.211.188		478
214.253.174.41		586
215.2.96.226		487
215.3.221.178		436
215.11.112.67		347
215.21.96.22		439
215.24.36.107		341
215.28.37.213		369
215.29.84.22		274
215.35.172.130		380
215.35.252.79		550
215.44.198.80		402
215.52.254.116		244
215.61.31.215		392
215.72.196.224		413
215.73.208.192		367
215.74.113.62		319
215.82.73.87		340
215.84.202.93		332
215.91.199.240		376
215.93.192.50		274
215.94.183.102		125
215.95.213.65		387
215.98.188.110		355
215.99.123.42		611
215.102.188.151		294
215.106.246.207		395
215.120.132.36		751
215.121.212.202		264
215.130.180.233		221
215.134.116.2		436
215.136.18.135		356
215.136.67.78		276
215.143.113.180		481
215.144.41.50		485
215.153.207.26		317
215.154.153.214		288
215.156.117.214		331
215.161.63.253		405
215.164.77.48		366
215.165.130.58		392
215.183.245.27		258
215.185.34.178		477
215.185.64.217		302
215.187.123.223		332
215.188.97.218		337
215.189.139.204		253
215.202.79.54		394
215.202.223.118		400
215.214.232.6		389
215.233.223.219		294
215.235.49.184		267
215.238.187.158		247
215.244.30.101		274
215.247.1.213		351
215.247.166.92		290
215.248.228.103		353
216.2.37.223		457
216.2.149.163		376
216.6.59.205		343
216.7.140.190		357
216.10.140.127		401
216.18.203.37		290
216.25.178.23		420
216.26.36.237		233
216.28.117.43		141
216.31.218.18		495
216.33.159.187		355
216.37.174.168		340
216.48.151.40		428
216.52.34.249		285
216.52.159.219		371
216.52.252.59		289
216.54.84.243		357
216.56.168.44		289
216.57.210.220		291
216.66.53.230		242
216.74.48.71		408
216.74.54.221		271
216.77.18.191		435
216.77.43.240		149
216.87.214.25		431
216.91.167.159		402
216.100.17.172		354
216.108.209.170		306
216.139.41.126		311
216.146.132.223		457
216.147.231.145		404
216.149.228.217		407
216.150.189.18		358
216.152.37.155		354
216.154.82.136		348
216.154.143.47		233
216.162.139.2		392
216.162.208.13		322
216.175.84.138		403
216.177.169.148		373
216.187.253.30		402
216.197.170.217		356
216.207.61.169		302
216.208.102.224		338
216.210.162.47		241
216.211.253.128		208
216.212.212.167		378
216.218.210.223		321
216.225.8.243		259
216.227.193.199		341
216.231.77.151		318
216.234.232.45		429
216.241.201.48		264
216.244.71.249		341
216.245.69.195		244
216.245.172.120		202
216.248.182.249		296
217.4.48.58		325
217.13.253.136		288
217.15.168.10		388
217.16.15.183		572
217.21.251.242		314
217.27.169.114		325
217.28.154.239		314
217.36.161.227		310
217.39.117.158		277
217.47.21.195		337
217.61.94.46		330
217.65.119.93		328
217.67.14.127		227
217.73.50.6		498
217.75.221.84		164
217.80.155.213		372
217.84.125.222		346
217.96.157.248		401
217.109.13.192		326
217.110.199.106		310
217.114.246.121		468
217.119.113.32		370
217.137.151.214		351
217.139.235.234		468
217.151.192.37		514
217.153.78.149		285
217.155.93.72		317
217.173.183.182		325
217.183.170.130		450
217.183.187.106		360
217.183.232.126		489
217.188.127.118		473
217.188.210.181		148
217.188.216.168		244
217.193.132.99		360
217.194.159.240		300
217.195.42.207		306
217.202.180.72		423
217.212.211.115		392
217.228.27.60		396
217.236.94.63		318
217.237.75.32		355
217.244.188.213		250
217.246.164.100		312
217.246.246.129		396
218.4.223.14		391
218.7.102.126		439
218.8.182.112		323
218.11.63.216		303
218.11.170.204		347
218.20.1.117		515
218.20.190.174		271
218.25.74.88		508
218.39.112.141		386
218.44.71.181		328
218.47.254.107		439
218.52.175.11		481
218.57.242.132		317
218.59.59.215		384
218.60.165.95		328
218.63.15.91		211
218.65.70.61		427
218.65.241.108		351
218.66.24.62		331
218.68.102.110		369
218.70.18.234		294
218.79.247.164		234
218.91.241.191		373
218.96.45.51		422
218.96.240.49		231
218.99.80.68		403
218.100.53.118		351
218.106.157.253		303
218.108.188.44		332
218.112.233.214		420
218.114.44.9		334
218.115.141.126		203
218.118.39.154		485
218.131.7.165		269
218.144.195.52		370
218.148.11.253		387
218.158.216.30		323
218.159.208.71		465
218.164.36.201		385
218.174.228.216		294
218.174.243.81		265
218.195.201.25		485
218.195.240.195		430
218.197.6.41		463
218.197.76.90		340
218.197.92.189		336
218.198.31.127		294
218.200.195.88		443
218.217.11.152		350
218.224.38.219		407
218.226.99.32		305
218.233.233.246		396
218.239.214.160		251
218.251.181.160		453
219.3.54.141		255
219.14.74.249		265
219.15.117.176		497
219.25.205.178		265
219.32.130.104		377
219.34.29.50		369
219.38.205.25		332
219.39.16.90		342
219.60.12.85		409
219.60.128.247		359
219.60.171.33		332
219.61.119.146		382
219.61.226.250		201
219.67.108.21		571
219.75.168.78		426
219.75.252.190		486
219.80.42.88		509
219.83.214.126		332
219.83.243.232		355
219.85.79.221		494
219.89.235.138		389
219.100.208.139		421
219.102.73.141		303
219.102.136.178		443
219.103.109.173		343
219.104.248.50		189
219.111.104.62		360
219.113.73.134		283
219.115.7.39		618
219.115.134.121		414
219.115.204.224		375
219.120.3.96		296
219.129.119.117		386
219.131.39.158		249
219.133.207.66		276
219.139.158.99		224
219.146.207.204		287
219.147.172.122		315
219.152.103.35		281
219.153.9.57		286
219.153.149.90		322
219.159.20.200		293
219.165.48.240		410
219.166.127.35		343
219.168.137.103		442
219.175.64.39		416
219.176.137.200		370
219.178.185.228		407
219.183.60.253		371
219.191.179.63		326
219.194.214.202		156
219.197.220.56		483
219.200.192.242		391
219.202.184.82		408
219.205.8.64		517
219.205.213.61		228
219.217.91.15		430
219.223.66.204		378
219.227.99.130		345
219.238.178.201		394
219.247.179.63		331
219.250.119.244		332
219.252.173.170		432
220.19.90.230		387
220.20.199.4		331
220.21.168.147		375
220.23.163.66		331
220.31.59.51		344
220.31.157.171		281
220.39.148.18		388
220.40.81.20		316
220.45.84.251		385
220.47.9.130		265
220.50.33.144		452
220.51.12.91		338
220.52.64.232		356
220.57.75.106		293
220.58.134.10		309
220.64.246.33		407
220.67.47.175		333
220.73.59.10		375
220.86.119.196		465
220.89.22.113		368
220.91.31.147		246
220.100.81.36		323
220.101.24.215		286
220.116.201.223		339
220.146.165.107		339
220.149.74.75		525
220.159.247.11		280
220.161.137.175		231
220.173.160.224		410
220.173.217.74		371
220.180.56.219		378
220.181.198.229		357
220.183.35.111		240
220.184.228.75		168
220.190.197.175		254
220.198.56.35		353
220.206.65.121		532
220.208.143.96		328
220.210.239.189		326
220.211.45.145		436
220.237.209.149		274
220.239.75.3		466
220.241.26.171		342
220.241.183.251		258
220.244.7.88		407
220.244.194.38		433
221.2.57.72		395
221.2.207.144		378
221.4.85.57		518
221.10.156.5		438
221.13.172.134		294
221.16.206.155		485
221.21.48.98		423
221.32.173.121		564
221.36.37.171		339
221.38.26.101		354
221.41.43.218		433
221.43.2.58		341
221.49.199.144		367
221.52.141.41		204
221.55.15.31		346
221.55.105.208		326
221.57.144.39		261
221.58.176.234		290
221.63.175.226		272
221.65.71.156		271
221.69.2.13		284
221.69.25.227		434
221.73.234.134		367
221.75.212.65		380
221.81.155.88		282
221.82.39.68		283
221.83.106.164		318
221.84.162.108		508
221.84.176.194		221
221.85.201.4		374
221.87.4.210		224
221.91.90.111		260
221.95.128.221		568
221.105.52.8		299
221.119.70.80		318
221.127.226.4		727
221.133.120.14		620
221.137.175.72		395
221.140.197.44		545
221.147.187.28		265
221.150.115.126		382
221.154.52.128		298
221.158.78.84		275
221.168.137.247		352
221.169.55.9		293
221.172.159.140		360
221.178.123.216		404
221.185.153.22		260
221.195.242.198		305
221.206.18.111		426
221.206.60.146		378
221.208.172.64		319
221.218.101.176		429
221.222.8.201		304
221.223.156.107		391
221.224.182.29		324
221.230.157.64		395
221.233.8.100		440
221.233.220.162		383
221.236.20.92		311
221.241.55.101		397
221.247.48.29		371
221.251.124.140		420
221.254.147.34		330
222.2.195.232		322
222.10.70.191		316
222.17.106.164		404
222.27.239.118		730
222.30.95.102		373
222.31.237.136		543
222.38.209.49		471
222.40.158.219		361
222.41.175.30		324
222.45.107.134		507
222.52.15.76		608
222.55.67.188		487
222.57.85.245		277
222.58.9.213		442
222.65.180.49		287
222.78.186.240		505
222.81.85.176		449
222.97.241.173		565
222.108.52.201		284
222.109.126.23		387
222.117.6.133		291
222.119.65.114		235
222.119.232.193		210
222.122.228.218		332
222.133.48.50		294
222.135.36.99		440
222.143.196.250		281
222.144.162.251		309
222.145.178.180		441
222.145.199.79		113
222.153.100.231		381
222.154.51.11		419
222.155.90.131		337
222.157.47.132		248
222.168.65.178		371
222.173.243.127		253
222.175.163.26		481
222.177.53.238		455
222.180.145.99		365
222.187.241.29		385
222.188.237.94		246
222.190.5.65		255
222.195.181.121		362
222.207.10.202		148
222.212.109.175		458
222.222.253.251		365
222.235.220.161		441
222.236.83.6		322
222.241.55.80		247
222.244.91.30		457
223.5.172.248		291
223.7.177.192		244
223.15.150.249		368
223.22.137.180		336
223.31.225.156		227
223.40.152.4		429
223.58.102.179		321
223.67.184.91		306
223.69.151.145		275
223.70.101.164		297
223.73.38.138		365
223.82.13.217		339
223.83.23.17		596
223.92.123.241		313
223.93.57.150		268
223.94.229.235		478
223.100.55.115		737
223.103.226.175		357
223.105.43.96		302
223.114.123.200		224
223.126.237.142		372
223.136.1.3		332
223.141.27.4		358
223.154.37.71		221
223.156.208.196		411
223.162.130.180		316
223.164.49.233		657
223.168.55.229		347
223.174.104.22		328
223.176.139.56		334
223.187.36.175		697
223.195.185.213		475
223.196.175.110		327
223.214.251.199		358
223.222.250.120		204
223.223.63.62		468
223.225.66.108		417
223.230.140.153		349
223.230.249.232		369
223.234.63.61		348
223.235.205.243		269
223.239.31.126		204
223.244.93.181		374
223.245.14.169		309
223.250.88.225		468
224.5.114.207		292
224.6.28.239		320
224.10.116.223		319
224.14.237.243		381
224.25.179.59		331
224.28.76.43		333
224.32.67.178		290
224.41.7.32		522
224.44.63.106		393
224.52.125.104		370
224.53.174.215		375
224.60.128.7		308
224.61.40.119		438
224.66.59.177		335
224.68.114.113		313
224.71.61.177		247
224.75.119.114		262
224.75.192.135		391
224.75.194.39		415
224.103.31.174		357
224.106.199.133		506
224.107.230.9		352
224.115.1.203		351
224.122.114.62		355
224.124.113.164		281
224.124.207.73		404
224.127.165.105		297
224.145.110.195		382
224.150.78.72		277
224.157.30.71		324
224.161.172.220		326
224.162.121.166		349
224.165.183.61		364
224.171.91.153		425
224.175.151.44		344
224.182.134.50		433
224.190.166.48		367
224.205.204.146		309
224.208.124.130		368
224.208.189.15		384
224.216.249.212		285
224.217.50.135		452
224.228.148.214		415
224.231.6.225		349
224.234.179.251		267
224.242.253.113		343
224.248.127.43		471
224.250.36.80		369
225.7.88.178		291
225.9.143.89		369
225.17.162.186		489
225.17.196.83		284
225.20.162.55		352
225.24.200.63		348
225.26.64.5		354
225.28.220.55		468
225.33.238.11		286
225.38.111.249		348
225.39.147.77		379
225.41.147.26		602
225.45.120.6		434
225.49.116.45		456
225.52.162.1		259
225.55.70.246		348
225.58.112.239		290
225.62.118.28		278
225.66.195.32		242
225.76.22.27		309
225.79.153.110		336
225.79.166.7		328
225.98.82.21		631
225.100.21.75		350
225.100.88.252		329
225.103.114.129		473
225.108.183.191		136
225.112.106.120		323
225.120.50.4		440
225.121.217.214		291
225.126.242.190		239
225.141.118.57		282
225.148.125.232		324
225.155.253.62		282
225.157.146.194		346
225.160.58.66		311
225.173.103.167		390
225.176.197.114		347
225.178.225.230		352
225.181.140.97		355
225.183.81.203		451
225.186.149.174		357
225.188.235.130		306
225.189.3.36		414
225.195.32.219		311
225.216.234.20		443
225.219.80.36		413
225.224.253.100		261
225.226.83.129		271
225.254.119.65		361
226.6.169.59		372
226.12.74.241		430
226.12.127.128		432
226.18.69.92		460
226.20.103.227		326
226.25.31.175		236
226.29.183.173		365
226.30.128.215		538
226.34.176.25		401
226.41.45.159		122
226.44.198.113		492
226.52.189.177		319
226.63.9.243		312
226.78.163.167		255
226.88.73.225		402
226.89.92.153		704
226.91.178.26		368
226.93.152.107		238
226.96.246.167		288
226.104.254.212		375
226.114.63.5		307
226.125.183.89		357
226.137.108.141		475
226.137.181.1		566
226.140.165.106		372
226.142.175.254		364
226.157.153.211		344
226.164.130.46		350
226.165.204.220		117
226.173.234.227		338
226.176.133.74		493
226.178.12.224		342
226.178.216.176		426
226.184.139.189		556
226.188.222.144		297
226.189.74.182		508
226.190.1.211		457
226.190.76.27		458
226.190.244.254		452
226.200.182.196		364
226.205.125.155		403
226.208.27.38		343
226.210.9.52		422
226.215.192.146		367
226.216.172.106		384
226.227.81.163		392
226.229.230.160		382
226.238.161.119		292
226.251.48.28		414
226.252.228.168		321
227.2.9.120		513
227.11.41.186		312
227.15.21.12		164
227.21.42.25		452
227.22.177.146		368
227.25.224.124		241
227.37.237.176		182
227.42.220.245		402
227.45.3.101		338
227.57.123.170		310
227.58.250.194		297
227.65.165.51		346
227.68.129.241		438
227.71.174.53		319
227.73.174.113		548
227.74.21.67		478
227.79.175.116		311
227.80.157.34		145
227.81.243.184		367
227.84.30.214		414
227.105.99.28		348
227.122.63.233		470
227.130.43.88		434
227.139.189.122		346
227.140.55.190		417
227.143.101.248		418
227.144.188.28		403
227.145.203.90		439
227.148.48.42		345
227.148.52.21		197
227.166.222.129		377
227.168.172.130		224
227.170.109.58		549
227.171.90.75		405
227.173.191.181		446
227.175.188.159		222
227.177.170.22		438
227.185.179.222		469
227.197.223.190		484
227.202.165.83		327
227.204.48.150		313
227.210.169.167		548
227.211.192.32		351
227.214.1.54		325
227.214.240.103		505
227.219.144.118		247
227.223.17.136		478
227.223.159.220		339
227.228.92.79		389
227.233.189.127		248
227.234.184.207		341
227.237.109.99		439
227.239.168.134		290
227.249.97.173		395
228.13.223.8		468
228.20.159.34		304
228.37.13.127		437
228.38.3.48		381
228.38.114.15		327
228.49.164.59		367
228.52.195.44		384
228.53.107.18		456
228.62.227.165		400
228.66.85.196		285
228.69.234.41		141
228.81.39.78		308
228.85.58.57		343
228.92.205.152		362
228.95.37.64		450
228.98.48.79		587
228.102.154.101		385
228.121.223.117		400
228.124.107.124		288
228.125.57.108		360
228.127.97.149		404
228.138.221.16		283
228.138.228.181		471
228.141.148.22		334
228.150.9.223		328
228.152.206.155		358
228.157.16.33		407
228.157.166.243		308
228.158.184.189		538
228.172.164.202		310
228.183.190.187		335
228.186.97.75		320
228.191.235.94		419
228.197.38.71		265
228.210.18.76		362
228.213.42.210		419
228.218.66.127		287
228.223.126.114		304
228.231.162.184		306
228.239.132.46		390
228.241.90.45		314
228.247.89.226		636
228.249.8.235		334
228.251.236.92		260
229.1.212.25		342
229.6.100.66		609
229.13.42.193		352
229.14.153.52		500
229.18.179.240		385
229.21.82.225		280
229.25.233.248		176
229.38.189.225		121
229.42.1.180		316
229.47.242.83		518
229.51.150.80		267
229.52.45.39		527
229.58.138.105		373
229.67.4.103		371
229.69.106.120		436
229.70.159.81		299
229.78.39.150		272
229.78.61.160		404
229.79.112.214		389
229.83.193.71		439
229.86.29.111		328
229.92.246.54		403
229.101.53.7		330
229.104.6.28		350
229.108.34.164		426
229.111.80.89		360
229.113.233.99		419
229.117.164.242		384
229.121.29.67		300
229.127.124.73		422
229.128.14.187		377
229.136.192.52		364
229.138.241.197		160
229.139.250.224		218
229.146.51.153		352
229.147.100.42		389
229.148.144.206		578
229.149.204.126		345
229.151.91.241		341
229.162.81.176		175
229.170.32.178		339
229.171.169.202		308
229.172.88.121		669
229.181.65.16		304
229.185.67.168		530
229.186.31.182		364
229.190.150.236		593
229.196.3.243		468
229.216.142.63		374
229.219.83.46		315
229.230.109.117		341
229.232.176.99		498
229.234.62.191		393
229.241.155.129		420
229.243.181.35		528
230.1.76.54		774
230.9.128.153		438
230.11.232.166		384
230.17.59.8		307
230.20.187.58		379
230.30.187.150		320
230.31.203.232		226
230.45.60.90		368
230.56.14.18		486
230.63.84.103		199
230.66.253.91		278
230.69.188.204		299
230.81.77.69		218
230.86.221.66		395
230.93.147.41		403
230.97.138.89		279
230.106.209.151		386
230.108.233.253		359
230.109.248.109		402
230.115.14.22		267
230.116.112.168		359
230.116.234.163		343
230.119.32.225		276
230.121.130.75		340
230.124.10.31		577
230.127.50.71		295
230.129.165.93		734
230.131.217.140		341
230.132.205.87		322
230.138.21.141		279
230.158.121.225		307
230.160.100.100		382
230.169.131.138		269
230.173.39.140		471
230.173.114.120		170
230.180.19.191		363
230.180.95.122		438
230.180.250.140		315
230.183.18.49		330
230.186.28.104		484
230.188.35.69		434
230.204.142.96		235
230.205.13.159		162
230.211.219.124		342
230.219.37.3		378
230.230.155.37		390
230.231.192.169		436
230.237.65.198		283
230.240.103.86		397
230.243.115.98		449
230.249.64.238		419
230.253.219.35		371
231.16.78.97		388
231.23.208.162		346
231.23.221.95		267
231.23.232.63		398
231.24.14.143		374
231.25.3.162		470
231.25.23.245		320
231.25.114.242		392
231.34.119.247		153
231.35.248.2		331
231.40.148.82		417
231.43.158.37		449
231.44.29.244		362
231.46.154.156		362
231.47.73.15		225
231.52.210.139		333
231.52.236.192		417
231.56.198.203		336
231.57.125.220		345
231.59.156.84		270
231.60.14.250		556
231.66.220.132		402
231.69.239.116		339
231.72.239.141		280
231.75.181.9		378
231.84.55.31		409
231.86.97.242		292
231.92.116.46		410
231.92.208.81		417
231.100.117.44		479
231.111.165.204		408
231.114.14.146		345
231.120.17.26		272
231.123.159.234		470
231.124.246.172		508
231.131.251.191		163
231.133.104.74		383
231.137.112.201		340
231.147.117.98		387
231.154.181.131		447
231.156.117.199		230
231.162.90.203		368
231.163.166.217		351
231.179.131.1		270
231.183.188.96		227
231.187.118.230		551
231.188.232.200		305
231.190.189.206		365
231.194.177.155		309
231.196.48.172		342
231.212.154.247		320
231.217.36.128		437
231.220.113.250		316
231.235.55.8		461
232.5.188.150		325
232.6.1.158		314
232.15.158.184		580
232.19.91.25		387
232.19.122.127		287
232.31.152.62		371
232.33.249.168		288
232.38.227.182		426
232.39.19.43		357
232.41.117.157		323
232.42.70.188		389
232.48.85.229		300
232.52.253.145		324
232.53.84.242		520
232.55.167.231		399
232.61.2.82		277
232.78.145.19		394
232.95.114.58		346
232.101.130.160		309
232.104.231.85		353
232.105.224.36		272
232.108.1.145		582
232.121.159.38		229
232.127.166.233		289
232.134.81.10		346
232.148.229.252		399
232.149.156.129		438
232.164.80.222		417
232.165.11.172		356
232.167.5.131		400
232.168.96.144		383
232.169.169.101		439
232.170.46.4		474
232.206.199.124		340
232.206.245.1		45
232.209.1.220		269
232.216.174.139		417
232.220.208.57		342
232.221.70.182		468
232.235.247.163		401
232.240.208.17		468
232.242.194.67		395
232.249.18.161		323
232.253.253.107		294
232.254.58.41		360
233.23.5.154		318
233.25.146.188		359
233.34.174.197		261
233.42.164.197		304
233.56.207.249		324
233.60.174.6		463
233.70.221.32		496
233.73.8.73		244
233.75.114.173		510
233.75.206.140		278
233.78.142.20		401
233.83.223.89		528
233.89.62.75		318
233.108.50.57		259
233.108.238.225		392
233.108.249.29		571
233.113.4.73		357
233.115.250.203		258
233.126.78.74		352
233.127.122.226		377
233.129.181.187		354
233.137.223.183		231
233.146.97.33		463
233.154.83.62		439
233.156.22.38		270
233.158.64.196		407
233.159.121.128		314
233.167.115.149		364
233.169.102.7		311
233.171.159.254		578
233.177.227.184		516
233.179.150.174		435
233.182.132.97		540
233.182.216.145		333
233.185.87.88		262
233.187.88.89		348
233.194.247.188		382
233.195.57.86		375
233.195.63.39		340
233.197.240.108		444
233.215.123.148		334
233.217.243.36		333
233.225.78.156		276
233.227.56.136		296
233.230.32.120		387
233.233.121.192		404
233.235.124.73		243
233.242.24.208		557
233.253.185.100		503
233.254.133.137		306
234.7.52.234		442
234.7.148.9		389
234.20.80.143		394
234.27.253.87		327
234.29.202.171		465
234.30.232.220		691
234.31.51.130		280
234.32.170.72		377
234.35.182.106		242
234.37.9.125		460
234.47.172.91		247
167.138.124.35		441
167.143.68.40		353
167.143.223.70		442
167.144.48.172		321
167.145.185.181		246
167.159.148.133		458
167.162.54.128		281
167.164.224.238		349
167.169.167.39		316
167.179.188.191		189
167.181.191.39		432
167.188.96.117		305
167.202.128.87		493
167.209.191.99		307
167.213.174.145		364
167.219.128.206		344
167.228.151.63		540
167.228.231.16		339
167.233.83.58		505
167.242.139.207		338
167.243.232.239		326
168.1.89.171		441
168.7.234.95		416
168.29.78.85		266
168.33.190.109		419
168.34.46.29		292
168.36.189.12		325
168.37.209.27		418
168.40.147.34		331
168.40.231.246		590
168.43.91.45		388
168.48.19.243		317
168.51.35.137		238
168.56.210.117		373
168.71.48.234		314
168.77.32.88		251
168.80.62.82		453
168.92.6.133		312
168.92.170.252		407
168.99.170.205		436
168.116.225.142		528
168.117.92.115		373
168.124.23.133		358
168.126.133.180		386
168.128.79.83		370
168.128.100.162		195
168.129.203.114		410
168.138.193.81		309
168.140.38.116		254
168.149.142.73		260
168.153.132.27		423
168.153.192.182		245
168.153.202.98		181
168.166.154.128		298
168.166.190.19		223
168.168.254.143		615
168.178.242.143		199
168.180.91.150		306
168.183.215.126		346
168.188.59.186		424
168.196.82.204		353
168.203.81.164		527
168.203.161.33		404
168.205.24.109		281
168.208.95.184		482
168.208.198.251		299
168.218.60.10		357
168.221.79.145		558
168.230.6.232		382
168.236.153.16		361
168.241.197.91		377
168.245.127.27		444
169.9.58.169		253
169.16.29.132		398
169.19.36.78		349
169.26.48.44		297
169.41.12.155		353
169.58.196.218		262
169.60.113.101		310
169.65.111.152		399
169.69.60.63		448
169.73.228.111		463
169.83.7.109		380
169.86.83.112		286
169.86.98.161		427
169.88.199.211		363
169.90.177.153		296
169.99.147.70		411
169.101.197.62		378
169.110.82.87		429
169.118.69.154		126
169.121.156.155		412
169.124.16.16		310
169.124.248.25		376
169.126.70.98		318
169.138.6.139		346
169.141.158.250		239
169.143.23.101		393
169.148.53.57		283
169.150.93.102		386
169.150.105.251		345
169.156.138.168		317
169.157.80.54		448
169.158.164.195		318
169.159.133.66		115
169.187.184.157		322
169.189.25.153		420
169.189.231.201		356
169.198.224.131		181
169.208.150.219		427
169.210.163.190		465
169.210.187.194		378
169.219.118.64		368
169.220.253.26		524
169.233.60.54		402
169.237.192.3		439
169.245.75.14		535
169.245.80.6		480
169.248.158.236		335
169.249.89.229		331
169.249.176.184		234
169.251.196.240		379
169.253.104.78		281
170.2.254.85		498
170.3.220.50		390
170.4.50.17		428
170.17.83.200		78
170.19.232.128		330
170.20.64.171		343
170.28.242.177		345
170.30.170.40		222
170.35.82.28		298
170.38.130.169		419
170.41.178.85		406
170.42.220.29		314
170.45.171.160		395
170.53.156.185		478
170.58.179.229		308
170.59.136.85		368
170.68.164.109		214
170.71.118.212		390
170.72.113.72		286
170.76.126.21		336
